# id:23-23--23 
0.97,0.25,0.79726658609255
-0.57,-0.43,0.65619415016892
-0.65,0.97,-0.26858569023781
-0.33,0.24,-0.018676847246004
-0.98,-0.79,1.9974973683769
0.27,0.37,-0.51204551951897
0.61,-0.59,1.0580583335148
-0.5,-0.3,0.46106733139309
-0.68,0.45,-0.12439477703675
0.03,-0.05,-0.23144865750446
0.28,0.79,-0.69606687056849
-0.28,0.25,-0.34947576674049
-0.03,0.61,-0.77495076728722
0.83,-0.5,1.1894874665667
-0.67,-0.65,0.98643860462523
0.41,-0.88,1.0634212672717
-0.78,0.86,0.19776481456107
-0.16,-0.39,0.28222038578994
-0.92,0.82,-0.013633045446351
-0.18,0.24,-0.15873144212679
-0.79,-0.48,1.0542362940675
-0.99,-0.63,1.6142091055019
-0.81,-0.73,1.557559658041
-0.08,0.41,-0.56224037956914
0.86,0.55,0.080099390067874
0.49,0.87,-0.68972834730128
0.24,0.32,-0.55421715953033
0.32,-0.65,0.82916082776346
0.72,0.47,0.085042475704739
0.15,-0.5,0.45913752997488
0.33,0.23,-0.20671283669165
0.65,-0.44,0.95903880650869
0.35,0.08,0.062187603592523
-0.13,-0.22,0.12237438454232
-0.16,-0.11,0.071659975690772
0.28,-0.45,0.5590179891034
-0.43,0.42,-0.29740649545849
-0.18,-0.27,0.86719847608277
-0.25,-0.71,0.84404247093263
0.59,-0.55,1.0929280026659
-0.57,-0.41,0.90543487291889
0.2,-0.41,0.65813591929189
0.08,-0.24,0.64162807725014
0.12,-0.48,0.52476427866319
-0.86,-0.87,1.7244811923864
-0.35,-0.19,0.28845106392667
-0.12,0.83,-0.42767854192866
-0.39,-0.25,0.46319618054406
0.54,0.52,-0.11728356838707
0.76,-0.91,1.3337166584079
0.43,0.25,-0.14600978062955
-0.44,-0.78,0.82064459638012
-0.39,-0.92,1.0008711135123
-0.81,-0.91,1.7456817532926
-0.47,0.71,-0.74436649531495
-0.63,-0.68,0.84406101134489
0.94,-0.16,1.2759791125062
-0.86,0.62,0.098721418569755
-0.38,-0.44,0.70783653876778
-0.27,0.93,-0.72329378017532
-0.2,-0.51,0.37587279626045
0.44,0.84,-0.83782572425529
0.52,0.45,0.15340018482933
0.37,0.85,-0.83570374880264
0.06,0.68,-0.61633792332808
-0.76,0.34,0.50483679059296
-0.49,-0.44,0.72621871897024
-0.43,-0.53,0.87264398608485
0.61,-0.63,0.90922392357894
0.75,-0.55,1.3377777256839
-0.39,0.23,0.093277527159165
0.11,0.48,-0.64213760088856
0.01,0.87,-0.82623293810349
-0.32,-0.33,0.37697524522318
0.15,0.47,-0.65473367236638
-0.74,-0.17,0.80058329663303
-0.3,-0.48,0.20491570369962
0.02,-0.43,0.48831337790635
0.08,-0.09,-0.088311084694624
0.32,-0.83,1.2415181794369
0.57,0.03,0.24257305619443
0.99,0.5,0.57703077963876
-0.08,0.52,-0.54640089988515
-0.85,0.57,0.33567697799159
0.53,-0.09,0.21405380495758
-0.46,-0.2,0.64052985580848
0.66,-0.87,1.329358473501
-0.42,0.21,-0.2879904889093
0.06,-0.35,0.21053913441538
0.13,-0.65,0.75261966075013
-0.71,0.33,0.10762997899241
-0.77,-0.38,0.9792671391792
-0.81,-0.26,0.72440659212248
-0.72,-0.55,1.1115452563139
-0.29,-0.4,0.62926118659447
-0.78,0.17,0.71335934156579
-0.34,-0.59,0.70815767225595
0.18,-0.27,-0.041588906215061
0.54,-0.23,0.47149711940821
0.97,0.86,0.086511202631256
-0.05,-0.34,0.14889482242863
-0.34,-0.74,0.8526154463082
-0.44,0.43,-0.61100234548484
0.8,-0.4,1.0029826588598
-0.96,-0.76,1.857647928727
0.5,-0.93,1.1997639304364
0.67,-0.21,0.92847764490482
-0.04,0.74,-0.92221560463006
0.22,-0.95,0.71906871216682
0.83,0.06,0.85240352184771
-0.12,0.86,-0.93486594427942
-0.83,0.17,1.0222107278885
0.52,-0.04,0.49280962938749
0.04,-0.78,0.81855619768405
0.59,-0.9,1.2710151945039
0.19,-0.66,0.71233921670855
0.19,-0.3,0.27889194943252
-0.13,0.74,-0.86304864152977
-0.57,-0.99,1.2590383167705
0.7,0.13,0.39535165157872
0.71,0.79,-0.42141529934529
-0.1,-0.85,1.1151621639375
0.97,0.47,0.64597613058731
0.54,-0.39,0.51022822059979
0.14,0.07,0.071085398059709
-0.59,0.18,0.16206924785784
0.73,0.19,0.29963569750671
0.97,-0.85,1.8820465010901
-0.56,-0.77,0.92065910062239
0.13,0.99,-0.84579809408232
-0.51,-0.14,0.31121266782632
0.02,-0.36,0.26461813418595
-0.31,-0.2,0.50196366803177
0.76,-0.27,0.95708541330446
-0.37,-0.49,0.70137081063719
-0.44,-0.56,0.64280411347301
-0.55,-0.18,0.70492618833705
0.54,0.16,0.067626707814978
-0.78,0.36,0.20578626871095
-0.31,0.36,-0.57609431810023
0.35,-0.21,0.77502389393557
-0.52,0.27,0.2796850320143
-0.86,-0.65,0.93695019544051
0.54,0.24,0.48090754830766
-0.52,0.26,0.087202052695733
0.18,-0.46,0.64623303317165
0.5,0.13,-0.13766996481565
-0.44,-0.81,0.78103116888468
0.49,0.96,-0.7696215322792
0.69,0.77,0.043259996042905
0.63,-0.17,0.62948487085588
0.03,0.41,-0.79523156770555
-0.8,0.68,0.029947121513598
-0.96,0.95,-0.013021709944195
-0.11,-0.11,-0.50236237261335
-0.11,0.55,-0.44577386821685
0.83,-0.09,0.75959626360133
-0.35,0.91,-1.0685335049244
0.83,-0.97,1.7112265804743
-0.07,-0.76,0.93040688905117
0.87,-0.15,1.3342010643702
-0.62,0.46,-0.047951217866068
0.09,0.94,-0.98317616297761
0.57,0.37,0.0066613913156132
-0.47,-0.15,0.5587440835859
-0.6,0.37,0.41332308791428
0.73,0.31,0.21277196214798
0.02,0.57,-0.57507278942593
-0.17,-0.5,0.56209363717843
0.2,-0.5,0.45610834806373
-0.2,-0.51,0.4563540552473
0.72,-0.94,1.385497851862
-0.52,-0.59,0.79676537619666
-0.94,0.43,0.1837930295009
0.84,0.22,0.45196780620709
0.54,-0.42,0.89628394549554
0.55,0.34,-0.22837947176306
0.11,-0.35,0.58804104690511
0.15,0.17,-0.058996873141885
-0.37,0.61,-0.11786283142212
0.75,0.46,-0.31362509912858
-0.26,-0.95,0.71715835288158
-0.5,0.26,0.11897657690813
0.8,-0.35,0.76359394926719
0.84,0.68,0.29804998039982
-0.33,0.78,-0.50392523614155
0.79,-0.15,0.47785746572974
0.87,0.56,-0.30489411709055
0.54,-0.63,1.2574517551451
0.68,-0.48,0.83098323560247
0.92,-0.14,1.0650435514525
-0.59,-0.09,0.39631807374312
0.76,-0.72,1.3936823050037
-0.08,-0.98,0.8468464864405
-0.99,-0.73,2.2418798012317
0.91,-0.59,1.4380564829823
-0.83,-0.22,1.0458790772832
-0.11,-1,0.89612510625842
0.24,0.6,-0.34303280983687
